Date / Time,Temperature [C],DissolvedOxygen [mg/l],Turbidity [NTU],pH [Units],OxidationReductionPotential [mV ],SpecificConductivity [µs/cm]
3/8/2015 03:22:00,7.92,11.55,2.1,8.03,612,1032
3/8/2015 03:27:00,7.95,11.52,2.1,8.03,612,1033
3/8/2015 03:32:00,7.95,11.52,2.1,8.03,612,1033
3/8/2015 03:37:00,7.96,11.57,2.1,8.04,612,1032
3/8/2015 03:42:00,7.99,11.52,2.1,8.04,612,1030
3/8/2015 03:47:00,7.98,11.52,2,8.04,612,1029
3/8/2015 03:52:00,7.95,11.55,2,8.04,612,1028
3/8/2015 03:57:00,7.93,11.56,2,8.04,612,1028
3/8/2015 04:02:00,7.91,11.58,2,8.03,612,1028
3/8/2015 04:07:00,7.9,11.55,2,8.04,613,1029
3/8/2015 04:12:00,7.9,11.59,2,8.04,613,1026
3/8/2015 04:17:00,7.88,11.57,2,8.03,613,1028
3/8/2015 04:22:00,7.87,11.53,2,8.03,613,1029
3/8/2015 04:27:00,7.87,11.55,2,8.03,613,1028
3/8/2015 04:32:00,7.86,11.57,2,8.04,613,1028
3/8/2015 04:37:00,7.86,11.58,2.1,8.04,613,1028
3/8/2015 04:42:00,7.86,11.57,2.3,8.04,613,1028
3/8/2015 04:47:00,7.87,11.54,2.5,8.04,613,1028
3/8/2015 04:52:00,7.86,11.58,2.3,8.04,613,1027
3/8/2015 04:57:00,7.86,11.57,2.2,8,613,1027
3/8/2015 05:02:00,7.85,11.58,2.1,8.04,613,1027
3/8/2015 05:07:00,7.84,11.56,2.1,8.04,613,1027
3/8/2015 05:12:00,7.82,11.55,2.1,8.05,613,1026
3/8/2015 05:17:00,7.82,11.58,2.2,8.04,613,1027
3/8/2015 05:22:00,7.82,11.59,2.1,8.04,613,1026
3/8/2015 05:27:00,7.82,11.57,2,8.04,613,1027
3/8/2015 05:32:00,7.81,11.58,2.1,8.04,613,1026
3/8/2015 05:37:00,7.8,11.53,2.4,8.04,613,1026
3/8/2015 05:42:00,7.79,11.56,2.7,8.04,613,1026
3/8/2015 05:47:00,7.79,11.56,2.7,8.04,613,1027
3/8/2015 05:52:00,7.78,11.58,2.5,8.04,613,1027
3/8/2015 05:57:00,7.77,11.59,2.3,8.05,613,1027
3/8/2015 06:02:00,7.77,11.59,2.2,8.04,613,1028
3/8/2015 06:07:00,7.75,11.58,2,8.04,613,1027
3/8/2015 06:12:00,7.75,11.6,1.9,8.05,613,1027
3/8/2015 06:17:00,7.74,11.57,2.1,8.04,613,1026
3/8/2015 06:22:00,7.73,11.59,2.1,8.04,613,1027
3/8/2015 06:27:00,7.72,11.62,2.1,8.05,613,1027
3/8/2015 06:32:00,7.73,11.61,2,8.05,613,1026
3/8/2015 06:37:00,7.75,11.58,2,8.05,613,1028
3/8/2015 06:42:00,7.75,11.61,2.2,8.05,613,1029
3/8/2015 06:47:00,7.73,11.6,3,8.05,613,1026
3/8/2015 06:52:00,7.72,11.6,2.8,8.05,614,1024
3/8/2015 06:57:00,7.71,11.62,2.3,8.05,613,1026
3/8/2015 07:02:00,7.7,11.62,2.1,8.05,614,1027
3/8/2015 07:07:00,7.69,11.65,1.9,8.05,614,1024
3/8/2015 07:12:00,7.68,11.62,1.7,8.05,614,1025
3/8/2015 07:17:00,7.69,11.64,1.8,8.05,614,1024
3/8/2015 07:22:00,7.7,11.62,2.5,8.05,614,1024
3/8/2015 07:27:00,7.69,11.61,3.1,8.05,614,1024
3/8/2015 07:32:00,7.69,11.61,3.2,8.05,614,1024
3/8/2015 07:37:00,7.7,11.61,2.9,8.06,614,1024
3/8/2015 07:42:00,7.69,11.61,2.5,8.05,614,1023
3/8/2015 07:47:00,7.69,11.61,1.7,8.05,614,1022
3/8/2015 07:52:00,7.69,11.64,1.6,8,614,1022
3/8/2015 07:57:00,7.69,11.63,1.5,8.05,614,1021
3/8/2015 08:02:00,7.69,11.63,1.5,8.05,614,1021
3/8/2015 08:07:00,7.68,11.66,1.5,8.06,614,1021
3/8/2015 08:12:00,7.67,11.63,1.4,8.05,614,1021
3/8/2015 08:17:00,7.68,11.68,1.3,8.05,614,1022
3/8/2015 08:22:00,7.69,11.64,1.2,8.05,614,1020
3/8/2015 08:27:00,7.72,11.65,1.2,8.06,614,1022
3/8/2015 08:32:00,7.76,11.64,1.2,8.06,614,1023
3/8/2015 08:37:00,7.79,11.61,1.3,8.06,614,1023
3/8/2015 08:42:00,7.81,11.63,1.3,8.06,613,1021
3/8/2015 08:47:00,7.84,11.62,1.2,8.03,613,1021
3/8/2015 08:52:00,7.87,11.64,1.4,8.07,613,1020
3/8/2015 08:57:00,7.88,11.62,1.2,8.06,613,1019
3/8/2015 09:02:00,7.9,11.66,1.2,8.07,613,1019
3/8/2015 09:07:00,7.92,11.66,1.5,8.07,613,1022
3/8/2015 09:12:00,7.89,11.67,1.9,8.08,613,1019
3/8/2015 09:17:00,7.86,11.72,2.2,8.06,613,1019
3/8/2015 09:22:00,7.85,11.71,2.1,8.06,613,1019
3/8/2015 09:27:00,7.85,11.7,1.9,8.07,613,1019
3/8/2015 09:32:00,7.86,11.71,2.2,8.06,613,1020
3/8/2015 09:37:00,7.87,11.71,2.4,8.07,613,1020
3/8/2015 09:42:00,7.88,11.73,2,8.07,613,1019
3/8/2015 09:47:00,7.89,11.71,1.7,8.07,613,1020
3/8/2015 09:52:00,7.9,11.73,1.4,8.07,613,1020
3/8/2015 09:57:00,7.93,11.74,1.4,8.08,613,1018
3/8/2015 10:02:00,7.95,11.71,1.4,8.07,613,1015
3/8/2015 10:07:00,7.96,11.7,3.8,8.08,613,1012
3/8/2015 10:12:00,7.96,11.75,5.1,8.08,613,1011
3/8/2015 10:17:00,7.97,11.76,4.1,8.08,613,1010
3/8/2015 10:22:00,8,11.74,3.1,8.08,613,1010
3/8/2015 10:27:00,8.02,11.78,2.4,8.08,613,1010
3/8/2015 10:32:00,8.05,11.76,2.7,8.08,612,1010
3/8/2015 10:37:00,8.07,11.75,2.6,8.07,612,1007
3/8/2015 10:42:00,8.11,11.74,2.1,8.08,612,1012
3/8/2015 10:47:00,8.13,11.76,1.3,8.08,611,1007
3/8/2015 10:52:00,8.15,11.77,1.6,8.08,611,1007
3/8/2015 10:57:00,8.19,11.74,2,8.08,611,1004
3/8/2015 11:02:00,8.22,11.74,1.9,8.08,611,1002
3/8/2015 11:07:00,8.25,11.77,1.8,8.09,611,1001
3/8/2015 11:12:00,8.28,11.74,1.7,8.09,611,1000
3/8/2015 11:17:00,8.33,11.74,1.8,8.1,611,998
3/8/2015 11:22:00,8.37,11.76,1.8,8.09,611,997
3/8/2015 11:27:00,8.42,11.77,1.8,8.09,611,995
3/8/2015 11:32:00,8.46,11.76,1.8,8.1,610,994
3/8/2015 11:37:00,8.51,11.75,1.9,8.1,610,993
3/8/2015 11:42:00,8.55,11.76,1.9,8.1,610,991
3/8/2015 11:47:00,8.6,11.76,2,8.1,610,992
3/8/2015 11:52:00,8.64,11.77,2,8.1,610,997
3/8/2015 11:57:00,8.69,11.74,2,8.11,610,999
3/8/2015 12:02:00,8.74,11.76,2.3,8.1,610,999
3/8/2015 12:07:00,8.8,11.74,2.3,8.1,610,995
3/8/2015 12:12:00,8.85,11.76,2.2,8.1,609,993
3/8/2015 12:17:00,8.91,11.75,2.3,8.1,609,992
3/8/2015 12:22:00,8.96,11.72,2.5,8.1,609,990
3/8/2015 12:27:00,9.02,11.69,2.5,8.1,609,989
3/8/2015 12:32:00,9.08,11.68,2.4,8.1,609,987
3/8/2015 12:37:00,9.13,11.68,2.4,8.1,609,986
3/8/2015 12:42:00,9.2,11.7,2.5,8.1,609,985
3/8/2015 12:47:00,9.26,11.68,2.7,8.11,609,984
3/8/2015 12:52:00,9.35,11.65,2.7,8.11,608,991
3/8/2015 12:57:00,9.42,11.65,2.8,8.11,608,992
3/8/2015 13:02:00,9.49,11.63,3,8.11,608,991
3/8/2015 13:07:00,9.56,11.59,3.2,8.11,608,988
3/8/2015 13:12:00,9.63,11.64,3.9,8.11,608,986
3/8/2015 13:17:00,9.67,11.57,4,8.11,607,984
3/8/2015 13:22:00,9.72,11.58,4.1,8.06,607,983
3/8/2015 13:27:00,9.76,11.58,4.2,8.12,607,980
3/8/2015 13:32:00,9.77,11.59,4.3,8.11,607,978
3/8/2015 13:37:00,9.79,11.59,4.2,8.12,607,977
3/8/2015 13:42:00,9.84,11.56,4.2,8.11,607,979
3/8/2015 13:47:00,9.88,11.57,4.4,8.11,607,977
3/8/2015 13:52:00,9.9,11.58,4.3,8.11,607,979
3/8/2015 13:57:00,9.94,11.62,4.4,8.11,607,982
3/8/2015 14:02:00,9.98,11.57,4.4,8.12,607,982
3/8/2015 14:07:00,10.03,11.57,4.5,8.11,607,983
3/8/2015 14:12:00,10.07,11.56,4.7,8.11,606,982
3/8/2015 14:17:00,10.11,11.52,4.7,8.11,606,984
3/8/2015 14:22:00,10.14,11.53,4.9,8.11,606,983
3/8/2015 14:27:00,10.18,11.52,5,8.11,606,982
3/8/2015 14:32:00,10.2,11.53,4.9,8.11,605,978
3/8/2015 14:37:00,10.24,11.54,5,8.11,605,977
3/8/2015 14:42:00,10.27,11.53,5.1,8.11,605,976
3/8/2015 14:47:00,10.3,11.47,5.3,8.11,605,977
3/8/2015 14:52:00,10.35,11.48,5.2,8.11,605,975
3/8/2015 14:57:00,10.39,11.5,5.2,8.11,605,974
3/8/2015 15:02:00,10.42,11.47,5.4,8.11,604,972
3/8/2015 15:07:00,10.43,11.46,5.4,8.11,604,971
3/8/2015 15:12:00,10.22,11.53,72,8.12,603,798
3/8/2015 15:17:00,10.3,11.55,29.9,8.11,604,799
3/8/2015 15:22:00,10.34,11.51,18.7,8.09,604,831
3/8/2015 15:27:00,10.44,11.45,7.4,8.09,605,892
3/8/2015 15:32:00,10.51,11.43,6.5,8.09,605,909
3/8/2015 15:37:00,10.61,11.41,6.3,8.09,604,913
3/8/2015 15:42:00,10.66,11.37,5.9,8.09,604,921
3/8/2015 15:47:00,10.68,11.35,5.2,8.1,604,932
3/8/2015 15:52:00,10.68,11.34,5.6,8.09,604,948
3/8/2015 15:57:00,10.68,11.33,5.3,8.09,604,966
3/8/2015 16:02:00,10.59,11.36,10.3,8.06,604,961
3/8/2015 16:07:00,10.47,11.34,23.8,8.09,604,944
3/8/2015 16:12:00,10.52,11.4,25.1,8.09,604,955
3/8/2015 16:17:00,10.54,11.38,23.2,8.11,603,952
3/8/2015 16:22:00,10.52,11.38,26.4,8.1,603,943
3/8/2015 16:27:00,10.54,11.35,25.8,8.1,604,939
3/8/2015 16:32:00,10.59,11.36,20.8,8.1,604,938
3/8/2015 16:37:00,10.62,11.3,17.2,8.1,603,934
3/8/2015 16:42:00,10.66,11.28,16.8,8.1,603,941
3/8/2015 16:47:00,10.66,11.26,9.5,8.1,603,943
3/8/2015 16:52:00,10.66,11.27,8.5,8.09,604,950
3/8/2015 16:57:00,10.65,11.24,8.4,8.09,604,958
3/8/2015 17:02:00,10.64,11.23,11.7,8.09,604,953
3/8/2015 17:07:00,10.69,11.21,15.8,8.08,604,938
3/8/2015 17:12:00,10.78,11.18,18.3,8.07,604,933
3/8/2015 17:17:00,10.71,11.16,16,8.07,604,949
3/8/2015 17:22:00,10.63,11.12,12.5,8.07,604,972
3/8/2015 17:27:00,10.57,11.14,9.2,8.08,605,981
3/8/2015 17:32:00,10.54,11.11,7.2,8.07,605,984
3/8/2015 19:12:00,10.14,10.89,4.1,8.05,610,991
3/8/2015 19:17:00,10.13,10.92,4,8.05,610,989
3/8/2015 19:22:00,10.13,10.89,3.9,8.04,611,989
3/8/2015 19:27:00,10.14,10.81,4,8.02,611,989
3/8/2015 19:32:00,10.13,10.81,4,8.01,612,989
3/8/2015 19:37:00,10.12,10.83,3.8,8.03,612,990
3/8/2015 19:42:00,10.07,10.88,3.7,8.01,613,989
3/8/2015 19:47:00,10.02,10.83,3.1,8.01,613,989
3/8/2015 19:52:00,9.98,10.83,3.2,8,614,988
3/8/2015 19:57:00,9.96,10.84,3.3,8,614,990
3/8/2015 20:02:00,9.94,10.9,3.1,8.01,614,990
3/8/2015 20:07:00,9.92,10.91,2.9,8.01,614,990
3/8/2015 20:12:00,9.9,10.89,2.8,8.01,614,989
3/8/2015 20:17:00,9.89,10.89,2.7,8.01,614,991
3/8/2015 20:22:00,9.87,10.92,2.9,8.01,615,990
3/8/2015 20:27:00,9.85,10.9,2.9,8.01,615,991
3/8/2015 20:32:00,9.83,10.93,2.8,8.01,615,991
3/8/2015 20:37:00,9.81,10.9,2.7,8.01,615,996
3/8/2015 20:42:00,9.79,10.91,2.7,8.01,615,986
3/8/2015 20:47:00,9.78,10.94,2.9,8.02,615,992
3/8/2015 20:52:00,9.76,10.93,2.6,8.01,615,989
3/8/2015 20:57:00,9.76,10.92,2.5,8.01,616,992
3/8/2015 21:02:00,9.74,10.93,2.5,8.01,616,992
3/8/2015 21:07:00,9.71,10.95,2.4,8.01,616,993
3/8/2015 21:12:00,9.71,10.96,2.3,8.01,616,993
3/8/2015 21:17:00,9.69,10.99,2.3,8.01,616,993
3/8/2015 21:22:00,9.68,10.97,2.3,8.01,616,993
3/8/2015 21:27:00,9.66,10.97,2.3,8.01,616,993
3/8/2015 21:32:00,9.64,11,2.4,8.01,616,993
3/8/2015 21:37:00,9.63,10.99,2.4,8.02,616,993
3/8/2015 21:42:00,9.61,10.99,2.5,8.02,616,993
3/8/2015 21:47:00,9.6,11,2.7,8.02,616,993
3/8/2015 21:52:00,9.59,11.01,2.4,8.02,616,994
3/8/2015 21:57:00,9.57,11.04,2.4,8.02,616,994
3/8/2015 22:02:00,9.55,11.06,2.2,8.02,616,995
3/8/2015 22:07:00,9.53,11.03,2.3,8.02,616,995
3/8/2015 22:12:00,9.51,11.04,2.2,8.02,616,995
3/8/2015 22:17:00,9.49,11.04,2.2,8.02,616,995
3/8/2015 22:22:00,9.48,11.07,2.2,8.02,616,996
3/8/2015 22:27:00,9.47,11.07,2.2,8.02,617,1000
3/8/2015 22:32:00,9.46,11.06,2.2,7.99,617,997
3/8/2015 22:37:00,9.45,11,2.6,8.02,617,998
3/8/2015 22:42:00,9.43,11.04,2.5,8.02,616,993
3/8/2015 22:47:00,9.42,11.08,2.5,8.02,616,996
3/8/2015 22:52:00,9.41,11.02,2.3,8.02,616,995
3/8/2015 22:57:00,9.4,11.1,2.4,7.98,615,996
3/8/2015 23:02:00,9.39,11.04,2.2,8.03,615,994
3/8/2015 23:07:00,9.37,11.06,2.1,8.03,615,997
3/8/2015 23:12:00,9.36,11.04,2.1,8.04,615,998
3/8/2015 23:17:00,9.34,11.04,2.1,8.03,615,997
3/8/2015 23:22:00,9.33,11.1,2.3,8.03,615,999
3/8/2015 23:27:00,9.32,11.13,2.4,8.03,615,997
3/8/2015 23:32:00,9.31,11.12,2.5,8.03,615,997
3/8/2015 23:37:00,9.31,11.11,2.5,8.03,615,998
3/8/2015 23:42:00,9.31,11.11,2.5,8.03,615,994
3/8/2015 23:47:00,9.3,11.12,2.9,8.02,616,998
3/8/2015 23:52:00,9.29,11.13,2.8,8.03,616,997
3/8/2015 23:57:00,9.3,11.1,2.9,8.03,615,998
3/9/2015 00:02:00,9.31,11.13,3.2,8.03,615,1006
3/9/2015 00:07:00,9.31,11.13,3.2,8.04,615,998
3/9/2015 00:12:00,9.29,11.12,3,8.04,615,998
3/9/2015 00:17:00,9.26,11.13,3.2,8.04,615,997
3/9/2015 00:22:00,9.23,11.1,2.8,8.03,615,997
3/9/2015 00:31:00,9.21,11.13,2,8.04,615,1000
3/9/2015 00:36:00,9.2,11.15,2,8.04,615,1003
3/9/2015 00:41:00,9.22,11.16,1.9,8.04,615,1000
3/9/2015 00:46:00,9.22,11.15,2.2,8.04,615,1000
3/9/2015 00:51:00,9.22,11.14,1.8,8.04,615,998
3/9/2015 00:56:00,9.21,11.18,1.8,8.03,616,997
3/9/2015 01:01:00,9.21,11.13,1.8,8.03,616,999
3/9/2015 01:06:00,9.2,11.16,1.7,8.04,616,994
3/9/2015 01:11:00,9.22,11.15,1.7,8.04,616,1001
3/9/2015 01:16:00,9.23,11.16,1.7,8.05,615,1000
3/9/2015 01:21:00,9.23,11.11,1.7,8.05,615,997
3/9/2015 01:26:00,9.21,11.16,1.6,8.04,615,997
3/9/2015 01:31:00,9.2,11.16,1.6,8.01,616,993
3/9/2015 01:36:00,9.18,11.14,1.6,8.05,616,994
3/9/2015 01:41:00,9.18,11.15,1.5,8.04,616,992
3/9/2015 01:46:00,9.17,11.15,1.6,8.04,616,997
3/9/2015 01:51:00,9.17,11.18,1.7,8.04,616,993
3/9/2015 01:56:00,9.16,11.17,1.7,8.04,616,995
3/9/2015 02:01:00,9.15,11.17,1.7,8.05,616,994
3/9/2015 02:06:00,9.16,11.19,1.7,8.04,616,995
3/9/2015 02:11:00,9.16,11.2,1.6,8.04,616,993
3/9/2015 02:16:00,9.18,11.18,1.6,8.05,616,996
3/9/2015 02:21:00,9.21,11.12,1.7,8.05,616,1005
3/9/2015 02:26:00,9.23,11.15,1.8,8.05,616,998
3/9/2015 02:31:00,9.25,11.17,1.9,8.05,616,996
3/9/2015 02:36:00,9.26,11.15,1.8,8.05,616,995
3/9/2015 02:41:00,9.28,11.1,1.8,8.05,616,995
3/9/2015 02:46:00,9.28,11.14,1.4,8.05,616,1002
3/9/2015 02:51:00,9.25,11.16,1.5,8.05,616,995
3/9/2015 02:56:00,9.21,11.18,1.4,8.04,616,995
3/9/2015 03:01:00,9.19,11.17,1.4,8.04,616,996
3/9/2015 03:06:00,9.18,11.19,1.4,8.04,616,994
3/9/2015 03:11:00,9.17,11.16,1.4,8.04,616,1000
3/9/2015 03:16:00,9.17,11.18,1.6,8.04,616,1001
3/9/2015 03:21:00,9.16,11.13,1.8,8.04,617,1003
3/9/2015 03:26:00,9.16,11.17,1.8,8.04,617,997
3/9/2015 03:31:00,9.17,11.16,1.8,8.04,617,999
3/9/2015 03:36:00,9.17,11.15,1.8,8.05,617,993
3/9/2015 03:41:00,9.16,11.17,2.1,8.05,617,992
3/9/2015 03:46:00,9.16,11.17,2.1,8.04,617,997
3/9/2015 03:51:00,9.16,11.17,2,8.05,617,1001
3/9/2015 03:56:00,9.17,11.15,2,8.04,617,996
3/9/2015 04:01:00,9.17,11.16,1.8,8.04,617,991
3/9/2015 04:06:00,9.17,11.16,1.7,8.04,617,990
3/9/2015 04:11:00,9.17,11.15,1.6,8.04,617,988
3/9/2015 04:16:00,9.16,11.17,1.5,8.04,617,989
3/9/2015 04:21:00,9.16,11.19,1.4,8.04,617,994
3/9/2015 04:26:00,9.16,11.16,1.5,8.04,617,993
3/9/2015 04:31:00,9.17,11.14,1.4,8.04,617,991
3/9/2015 04:36:00,9.18,11.15,1.4,8.04,617,995
3/9/2015 04:41:00,9.18,11.18,1.5,8.04,617,990
3/9/2015 04:46:00,9.18,11.18,1.6,8.04,617,988
3/9/2015 04:51:00,9.18,11.17,1.4,8.04,617,1000
3/9/2015 04:56:00,9.17,11.16,1.3,8.05,617,992
3/9/2015 05:01:00,9.17,11.17,1.3,8.05,617,994
3/9/2015 05:06:00,9.17,11.2,1.2,8.05,617,987
3/9/2015 05:11:00,9.2,11.15,1.4,8.05,617,999
3/9/2015 05:16:00,9.22,11.13,1.7,8.05,617,1008
3/9/2015 05:21:00,9.23,11.15,1.7,8.06,616,1005
3/9/2015 05:26:00,9.26,11.14,1.6,8.06,616,1000
3/9/2015 05:31:00,9.28,11.12,1.5,8.02,616,996
3/9/2015 05:36:00,9.27,11.14,1.3,8.06,616,994
3/9/2015 05:41:00,9.24,11.16,1.2,8.06,616,993
3/9/2015 05:46:00,9.21,11.14,2.1,8.05,616,1009
3/9/2015 05:51:00,9.18,11.19,2.9,8.05,616,1011
3/9/2015 05:56:00,9.17,11.18,2.3,8.06,616,1001
3/9/2015 06:01:00,9.16,11.18,1.8,8.06,616,991
3/9/2015 06:06:00,9.16,11.15,1.6,8.06,616,993
3/9/2015 06:11:00,9.15,11.15,1.5,8.06,616,990
3/9/2015 06:16:00,9.14,11.17,1.3,8.07,616,994
3/9/2015 06:21:00,9.14,11.18,1.3,8.06,616,992
3/9/2015 06:26:00,9.13,11.22,1.2,8.06,616,990
3/9/2015 06:31:00,9.13,11.21,1.2,8.06,616,990
3/9/2015 06:36:00,9.12,11.2,1.2,8.06,615,987
3/9/2015 06:41:00,9.12,11.21,1.2,8.06,616,990
3/9/2015 06:46:00,9.12,11.18,0.9,8.06,615,989
3/9/2015 06:51:00,9.12,11.21,1,8.06,615,989
3/9/2015 06:56:00,9.12,11.2,1.3,8.06,616,990
3/9/2015 07:01:00,9.12,11.18,1.4,8.07,616,994
3/9/2015 07:06:00,9.12,11.21,1.5,8.06,615,991
3/9/2015 07:11:00,9.12,11.19,1.3,8.06,615,991
3/9/2015 07:16:00,9.12,11.21,1.2,8.07,615,989
3/9/2015 07:21:00,9.13,11.19,1.1,8.06,616,989
3/9/2015 07:26:00,9.14,11.21,1,8.06,616,989
3/9/2015 07:31:00,9.14,11.22,0.9,8.06,616,989
3/9/2015 07:36:00,9.13,11.21,0.8,8.06,616,988
3/9/2015 07:41:00,9.13,11.18,0.8,8.06,616,988
3/9/2015 07:46:00,9.13,11.23,0.7,8.06,616,990
3/9/2015 07:51:00,9.13,11.23,0.8,8.06,616,991
3/9/2015 07:56:00,9.13,11.21,0.8,8.06,616,990
3/9/2015 08:01:00,9.14,11.23,0.9,8.06,616,992
3/9/2015 08:06:00,9.15,11.18,2,8.06,616,990
3/9/2015 08:11:00,9.15,11.22,2.7,8.06,616,992
3/9/2015 08:16:00,9.15,11.2,2.5,8.06,616,990
3/9/2015 08:21:00,9.16,11.21,2.2,8.07,616,992
3/9/2015 08:26:00,9.15,11.21,1.8,8.06,616,991
3/9/2015 08:31:00,9.18,11.21,1.5,8.06,616,996
3/9/2015 08:36:00,9.2,11.21,1.1,8.07,616,1005
3/9/2015 08:41:00,9.23,11.23,0.9,8.07,616,1008
3/9/2015 08:46:00,9.24,11.22,0.4,8.07,616,998
3/9/2015 08:51:00,9.22,11.24,0.3,8.06,616,990
3/9/2015 08:56:00,9.21,11.26,0.3,8.06,616,988
3/9/2015 09:01:00,9.21,11.26,0.4,8.07,616,992
3/9/2015 09:06:00,9.2,11.32,0.3,8.06,616,992
3/9/2015 09:11:00,9.2,11.32,0.4,8.06,616,989
3/9/2015 09:16:00,9.2,11.33,0.3,8.07,616,988
3/9/2015 09:21:00,9.2,11.34,0.3,8.07,616,988
3/9/2015 09:26:00,9.21,11.34,0.3,8.08,616,991
3/9/2015 09:31:00,9.22,11.38,0.4,8.08,615,988
3/9/2015 09:36:00,9.23,11.4,0.3,8.08,615,985
3/9/2015 09:41:00,9.25,11.39,0.3,8.09,615,984
3/9/2015 09:46:00,9.27,11.42,0.2,8.09,615,988
3/9/2015 09:51:00,9.32,11.44,0.2,8.1,615,994
3/9/2015 09:56:00,9.35,11.43,0.3,8.1,614,1003
3/9/2015 10:01:00,9.37,11.39,0.2,8.11,614,994
3/9/2015 10:06:00,9.36,11.43,0.2,8.1,614,979
3/9/2015 10:11:00,9.35,11.45,0.2,8.11,614,984
3/9/2015 10:16:00,9.35,11.5,0.1,8.1,614,987
3/9/2015 10:21:00,9.36,11.52,0,8.11,614,983
3/9/2015 10:26:00,9.37,11.54,0,8.11,614,988
3/9/2015 10:31:00,9.38,11.53,0,8.11,614,984
3/9/2015 10:36:00,9.39,11.58,0,8.11,613,986
3/9/2015 10:41:00,9.41,11.57,0,8.12,613,985
3/9/2015 10:46:00,9.29,11.66,23.6,8.13,613,981
3/9/2015 10:51:00,8.97,11.91,43.3,8.15,612,971
3/9/2015 10:56:00,8.81,12.04,40.7,8.16,611,968
3/9/2015 11:01:00,8.86,12.09,29.7,8.16,611,968
3/9/2015 11:06:00,8.9,12.1,18.8,8.17,611,968
3/9/2015 11:11:00,8.9,12.07,12.5,8.18,610,968
3/9/2015 11:16:00,8.92,12.15,10,8.18,610,968
3/9/2015 11:21:00,8.97,12.15,8.5,8.18,609,967
3/9/2015 11:26:00,8.99,12.17,5.4,8.19,609,967
3/9/2015 11:31:00,9.03,12.14,6.1,8.19,609,965
3/9/2015 11:36:00,9.06,12.13,5.6,8.19,608,967
3/9/2015 11:41:00,9.09,12.15,5.5,8.19,608,966
3/9/2015 11:46:00,9.13,12.16,4.8,8.2,607,963
3/9/2015 11:51:00,9.17,12.17,4.8,8.21,607,959
3/9/2015 11:56:00,9.22,12.13,5,8.21,607,957
3/9/2015 12:01:00,9.25,12.13,5,8.21,606,950
3/9/2015 12:06:00,9.35,12.1,4.8,8.21,606,953
3/9/2015 12:11:00,9.42,12.07,4.5,8.21,606,954
3/9/2015 12:16:00,9.48,12.03,4.3,8.22,606,959
3/9/2015 12:21:00,9.52,12.05,4.1,8.22,605,954
3/9/2015 12:26:00,9.58,12.08,4.1,8.22,605,944
3/9/2015 12:31:00,9.6,12.05,4,8.22,605,932
3/9/2015 12:36:00,9.64,12.04,4,8.22,604,929
3/9/2015 12:41:00,9.68,12.04,4,8.24,604,911
3/9/2015 12:46:00,9.9,11.93,3.4,8.21,604,944
3/9/2015 12:51:00,10.04,11.82,3.7,8.2,604,957
3/9/2015 12:56:00,10.17,11.75,3.5,8.2,604,961
3/9/2015 13:01:00,10.28,11.67,3.4,8.19,605,967
3/9/2015 13:06:00,10.38,11.64,3.3,8.18,604,972
3/9/2015 13:11:00,10.46,11.66,3.5,8.19,601,985
3/9/2015 13:16:00,10.31,11.77,50.7,8.2,598,951
3/9/2015 13:21:00,10.2,11.81,39.1,8.23,597,932
3/9/2015 13:26:00,10.31,11.79,26.4,8.22,597,935
